OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu1051,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1052,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_hominis
Otu1053,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,
Otu1054,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,Gemella_haemolysans
Otu1056,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu1055,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Allisonella,Allisonella_histaminiformans
Otu1057,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1058,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria_welshimeri
Otu1059,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
Otu1060,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1061,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus_Pelagibacter,,
Otu1062,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1064,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_tannerae
Otu1063,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu1065,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae
Otu1066,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1067,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1069,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella_intestinihominis
Otu1068,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_longicatena
Otu1070,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1072,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_asaccharolytica
Otu1073,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_barnesiae
Otu1071,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1074,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu1075,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1076,Bacteria,,,,,,
Otu1077,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1078,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella_clara
Otu1079,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus_geminatus
Otu1080,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1081,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,
Otu1082,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_finegoldii
Otu1083,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,
Otu1084,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter_piscolens
Otu1086,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1085,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_callidus
Otu1090,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii
Otu1087,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1088,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
Otu1089,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1092,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu1091,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,
Otu1093,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_finegoldii
Otu1094,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_callidus
Otu1095,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_johnsonii
Otu1096,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
Otu1097,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_secunda
Otu1098,Bacteria,Proteobacteria,,,,,
Otu1099,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
Otu1101,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1102,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium_succinatutens
Otu1100,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1103,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
Otu1105,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella_clara
Otu1104,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1106,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu1107,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1108,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1109,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum
Otu1110,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,
Otu1112,Bacteria,,,,,,
Otu1113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella_clara
Otu1114,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1115,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_rava
Otu1116,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccae
Otu1117,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1119,Bacteria,,,,,,
Otu1118,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,Butyricicoccus_pullicaecorum
Otu1120,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,Anaerosporobacter_mobilis
Otu1121,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1123,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1122,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1124,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacterium_somerae
Otu1125,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1126,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus_fermentans
Otu1127,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1128,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella_intestinihominis
Otu1129,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1130,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1131,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1132,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,Clostridium_leptum
Otu1133,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,
Otu1134,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1135,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella_intestinihominis
Otu1136,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu1137,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis,Eubacterium_dolichum
Otu1138,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,
Otu1140,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1139,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1141,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
Otu1142,Bacteria,,,,,,
Otu1144,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1143,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu1145,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
Otu1146,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,
Otu1147,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,
Otu1148,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,Ilumatobacter_fluminis
Otu1149,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu1150,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,Clostridium_aldenense
Otu1151,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1152,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_coprostanoligenes
Otu1154,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1153,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus_fermentans
Otu1155,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia
Otu1156,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella_tayi
Otu1157,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1158,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1159,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1160,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,,
Otu1161,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella_ratti
Otu1162,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium_faecium
Otu1163,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella_intestinihominis
Otu1164,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu1166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu1167,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,Mitsuokella_jalaludinii
Otu1168,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1169,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,Butyricimonas_faecihominis
Otu1170,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_pittmaniae
Otu1171,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_glucerasea
Otu1173,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1172,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1174,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Dialister_succinatiphilus
Otu1176,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter,Coprobacter_fastidiosus
Otu1175,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1177,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1178,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Otu1179,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
Otu1181,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu1182,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
Otu1183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes_caccae
Otu1185,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu1184,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus_colihominis
Otu1187,Bacteria,Bacteroidetes,,,,,
Otu1189,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu1186,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas_hippei
Otu1188,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI,Clostridium_hiranonis
Otu1190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1191,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Odoribacter_laneus
Otu1193,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1192,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_micronuciformis
Otu1194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,Butyricimonas_faecihominis
Otu1196,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,Gemella_morbillorum
Otu1197,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccae
Otu1195,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,
Otu1198,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,
Otu1201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_somerae
Otu1199,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1200,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_micronuciformis
Otu1202,Bacteria,Firmicutes,,,,,
Otu1203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,Butyricimonas_virosa
Otu1205,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1208,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella_clara
Otu1207,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1206,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella_morganii_subsp._morganii
Otu1209,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1210,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella_intestinihominis
Otu1211,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu1212,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb,Clostridium_lactatifermentans
Otu1213,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1214,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_asaccharolytica
Otu1216,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1215,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1217,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1218,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_asaccharolytica
Otu1219,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu1220,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
Otu1221,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
Otu1223,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,
Otu1222,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_glycolicus
Otu1224,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
Otu1227,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1226,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1225,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1228,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1229,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_intestinalis
Otu1230,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_gordonii
Otu1231,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_secunda
Otu1233,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella_intestinihominis
Otu1232,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus_porcorum
Otu1234,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium_moorei
Otu1235,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Odoribacter_laneus
Otu1237,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1236,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
Otu1238,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1239,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Oscillibacter_valericigenes
Otu1240,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,
Otu1241,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1242,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1243,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu1244,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Otu1245,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1246,Bacteria,,,,,,
Otu1248,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
Otu1247,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1249,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium_succinatutens
Otu1251,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
Otu1252,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1253,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_barnesiae
Otu1254,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1255,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1256,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
Otu1258,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu1257,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1259,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1260,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_goldsteinii
Otu1261,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
Otu1262,Bacteria,,,,,,
Otu1263,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1264,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,
Otu1266,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1265,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1267,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,Mitsuokella_jalaludinii
Otu1268,Bacteria,,,,,,
Otu1269,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1270,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,
Otu1271,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu1272,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb,Clostridium_lactatifermentans
Otu1274,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII,
Otu1273,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu1275,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu1276,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1278,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1277,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu1279,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
Otu1280,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1281,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio_dextrinosolvens
Otu1282,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1283,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_gordonii
Otu1285,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1284,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Dialister_succinatiphilus
Otu1286,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
Otu1287,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,
Otu1289,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1290,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,Hungatella_hathewayi
Otu1288,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,
Otu1291,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1292,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Asaccharobacter,Asaccharobacter_celatus
Otu1294,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu1293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
Otu1295,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1297,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_rava
Otu1296,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu1298,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_oleiciplenus
Otu1299,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,,
Otu1301,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1300,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu1302,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter,Coprobacter_fastidiosus
Otu1303,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu1304,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,Catonella_morbi
Otu1306,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu1305,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,
Otu1307,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu1309,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu1310,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu1308,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
